,limit_bal,gender,education,marriage,age,pay_stat_sep,pay_stat_aug,pay_stat_jul,pay_stat_jun,pay_stat_may,pay_stat_apr,bill_amt_sep,bill_amt_aug,bill_amt_jul,bill_amt_jun,bill_amt_may,bill_amt_apr,pay_amt_sep,pay_amt_aug,pay_amt_jul,pay_amt_jun,pay_amt_may,pay_amt_apr,pay_status_total,total_bill_amount,total_paid_amount,intercept
0,-0.3601352796136128,-0.11051162917253342,-0.06122515639235597,-0.24279650652362436,0.16462900499700997,1.108494962588911,0.42015990183355606,0.40296125314162645,0.15459360073240735,0.3304172602467824,0.24192594729366074,-0.16437978696453895,0.47511378640051016,0.21676322978853824,-0.23162155864460707,0.3486069435493045,0.39211894344715104,-0.4107155745812955,-0.107195201344947,-0.3298947049178958,-0.09438203082978687,0.013908516700984693,0.022766805346783357,0.8428503372265507,-1.4076489313206222,-0.9999828732812803,-0.49290980250507616
